Male,(25-32),50.07763075828552
Male,(25-32),1295.275441646576
Male,(25-32),71.05200958251953
Male,(25-32),248.074152469635
Male,(25-32),932.6417117118835
Male,(25-32),9.09901762008667
Male,(25-32),10.754770040512085
Male,(25-32),7.950106143951416
Male,(25-32),0.8548955917358398
Male,(25-32),0.35043859481811523
Male,(25-32),1.1130056381225586
Male,(25-32),2.526963472366333
Male,(25-32),5.384958028793335
Male,(25-32),4.480793476104736
Male,(25-32),2.871718168258667
Male,(25-32),3.6946308612823486
Male,(15-20),5.641997575759888
Male,(15-20),20.820197820663452
Male,(15-20),2.416464328765869
Male,(25-32),6.497225522994995
Male,(25-32),15.616223573684692
Male,(25-32),2.440922737121582
Male,(38-43),16.523255586624146
Male,(48-53),13.138754606246948
Male,(8-12),0.1255025863647461
Male,(38-43),23.605292558670044
Male,(38-43),16.313907623291016
Male,(38-43),16.56818699836731
Male,(38-43),9.255282402038574
Male,(15-20),0.09600353240966797
Male,(15-20),1.5059008598327637
Male,(38-43),4.885401248931885
Male,(38-43),0.5484356880187988
Male,(15-20),4.758666515350342
Male,(38-43),0.11720705032348633
Male,(38-43),0.09749865531921387
Male,(15-20),13.391786336898804
Male,(38-43),4.413833856582642
Male,(38-43),9.518362522125244
Male,(38-43),45.06417107582092
Male,(38-43),3.092474937438965
Male,(38-43),10.681001663208008
Male,(38-43),2.3399078845977783
Male,(0-2),0.10500216484069824
Male,(25-32),0.970543622970581
Female,(4-6),0.24841976165771484
Male,(25-32),0.08700156211853027
Male,(25-32),0.3416121006011963
Female,(25-32),0.10145759582519531
Male,(60-100),0.8193981647491455
Male,(38-43),54.59284472465515
Male,(38-43),0.31592297554016113
Male,(15-20),0.12148427963256836
Male,(4-6),0.9786863327026367
Male,(15-20),0.6931099891662598
Male,(15-20),3.4086530208587646
Male,(15-20),9.678482294082642
Male,(15-20),0.7578418254852295
Male,(15-20),2.0920894145965576
Male,(15-20),0.2459874153137207
Female,(8-12),0.08209848403930664
Male,(15-20),4.065682888031006
Male,(15-20),0.1627199649810791
Female,(38-43),0.1884899139404297
Male,(8-12),0.09644865989685059
Male,(15-20),0.7335817813873291
Male,(15-20),11.425697326660156
Male,(8-12),0.5138139724731445
Male,(38-43),19.110519647598267
Male,(38-43),3.371001720428467
Male,(38-43),0.8480968475341797
